"Pattern","RelativePath","LineNumber","Preview"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessMobile.cpp","1237","		// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessMobile.cpp","1378","		// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessMobile.cpp","1512","		// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessMobile.cpp","1638","		// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessMobile.cpp","1765","		// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessMobile.h","23","	// BEGIN META SECTION - HDR FDM"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessMobile.h","153","	// BEGIN META SECTION - HDR FDM"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessTonemap.cpp","598","		// BEGIN META SECTION - Debug Primitive Multiview Rendering"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessTonemap.cpp","1039","		// BEGIN META SECTION - Mobile HDR FDM"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessTonemap.cpp","1119","		// BEGIN META SECTION - LDR Tonemap Subpass"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessTonemap.cpp","1127","// BEGIN META SECTION - Tonemap Subpass Depth Resolve"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessTonemap.cpp","1167","	// BEGIN META SECTION - Tonemap Subpass Depth Resolve"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessTonemap.cpp","1208","// BEGIN META SECTION - Tonemap Subpass Depth Resolve"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessTonemap.cpp","1226","// BEGIN META SECTION - Tonemap Subpass Depth Resolve"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessTonemap.h","65","	// BEGIN META SECTION - HDR FDM"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessTonemap.h","85","// BEGIN META SECTION - Tonemap Subpass Depth Resolve"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/RendererScene.cpp","336","	// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/RendererScene.cpp","740","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/RendererScene.cpp","3437","			// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/RendererScene.cpp","3447","				// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/RendererScene.cpp","3462","				// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/RendererScene.cpp","4297","				// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/RendererScene.cpp","4887","			// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneCore.cpp","270","				// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneCore.cpp","346","		// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneOcclusion.cpp","64","// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneOcclusion.cpp","356","		// BEGIN META SECTION - GPU Occlusion Query Optimizations"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneOcclusion.cpp","1285","		// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneOcclusion.cpp","1875","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/ScenePrivate.h","67","// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/ScenePrivate.h","855","	// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/ScenePrivate.h","3319","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/ScenePrivate.h","3485","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.cpp","121","// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.cpp","386","// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.cpp","394","// BEGIN META SECTION - GPU Occlusion Query Optimizations"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.cpp","403","// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.cpp","417","// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.cpp","908","// BEGIN META SECTION - GPU Occlusion Query Optimizations"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.cpp","923","// BEGIN META SECTION - GPU Occlusion Query Optimizations"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.cpp","2229","// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.cpp","4539","							// BEGIN META SECTION - Subsampled Layout Fix"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.cpp","4614","				// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.cpp","5821","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.h","649","// BEGIN META SECTION - LightGrid LightDataUBO"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.h","658","// BEGIN META SECTION - LightGrid LightDataUBO"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.h","741","	// BEGIN META SECTION - LightGrid LightDataUBO"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.h","1561","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.h","1689","	// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.h","2222","	// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.h","2862","	// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.h","2961","	// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.h","2970","	// BEGIN META SECTION - OpenXR AppSpaceWarp"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.h","2982","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneRendering.h","3007","	// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneTextures.cpp","126","// BEGIN META SECTION - OpenXR AppSpaceWarp"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneTextures.cpp","147","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneTextures.cpp","199","		// BEGIN META SECTION - Stereo Render Target Size"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneTextures.cpp","520","			// BEGIN META SECTION -  SceneDepth capture fix"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneTextures.cpp","815","		// BEGIN META SECTION - OpenXR AppSpaceWarp"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneTextures.cpp","829","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneTextures.cpp","1273","		// BEGIN META SECTION - Debug Primitive Multiview Rendering"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneVisibility.cpp","63","// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneVisibility.cpp","339","// BEGIN META SECTION - GPU Occlusion Query Optimizations"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneVisibility.cpp","904","					// BEGIN META SECTION - Far Culling Distance"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneVisibility.cpp","934","						// BEGIN META SECTION - Far Culling Distance"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneVisibility.cpp","3000","	// BEGIN META SECTION - GPU Occlusion Query Optimizations"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneVisibility.cpp","3451","// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneVisibility.cpp","3627","			// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneVisibility.cpp","4707","			// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneVisibility.cpp","5027","		// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SceneVisibility.cpp","5868","	// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/ShadowRendering.cpp","1298","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SingleLayerWaterRendering.cpp","1953","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SingleLayerWaterRendering.cpp","2010","			// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SkyPassRendering.cpp","80","			// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SkyPassRendering.cpp","123","			// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SkyPassRendering.cpp","126","			// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/SkyPassRendering.cpp","220","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/WaterInfoTextureRendering.cpp","206","				// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/WaterInfoTextureRendering.cpp","292","				// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Public/MeshDrawShaderBindings.h","199","// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Public/MeshDrawShaderBindings.h","226","							// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Public/ScreenPass.h","492","	// BEGIN META SECTION - Multi-View Per View Viewports"
"BEGIN META SECTION","Engine/Source/Runtime/RHI/Public/RHICommandList.h","1952","// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/RHI/Public/RHICommandList.h","4138","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/RHI/Public/RHICommandListCommandExecutes.inl","45","// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/RHI/Public/RHICommandListCommandExecutes.inl","189","// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/RHI/Public/RHIContext.h","733","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/RHI/Public/RHIGlobals.h","236","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/RHI/Public/RHIResources.h","5222","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/RHI/Public/RHIValidationContext.h","809","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanChunkedPipelineCache.cpp","140","			// BEGIN META SECTION - Cook on the fly PSO crash"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanCommandBuffer.cpp","108","	// BEGIN META SECTION - Fix Multiview Queries"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanCommandBuffer.cpp","114","// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanCommandBuffer.cpp","127","// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanCommandBuffer.cpp","136","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanCommandBuffer.cpp","180","	// BEGIN META SECTION - Fix Multiview Queries"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanCommandBuffer.h","102","	// BEGIN META SECTION - Fix Multiview Queries"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanCommandBuffer.h","114","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanCommandBuffer.h","200","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanCommands.cpp","471","	// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanCommands.cpp","526","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanCommands.cpp","538","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanCommands.cpp","602","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanContext.h","253","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanContext.h","412","	// BEGIN META SECTION - Fix Multiview Queries"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanDevice.h","73","			// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanDynamicRHI.h","459","	// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanExtensions.cpp","781","// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanExtensions.cpp","1945","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanPendingState.h","227","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanPendingState.h","257","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanPipeline.cpp","1258","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanPipeline.cpp","2000","	// BEGIN META SECTION - Multi-View Per View Viewports"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanPipeline.h","802","	// BEGIN META SECTION - Multi-View Per View Viewports"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanPipelineState.h","96","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanPipelineState.h","203","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanPipelineState.h","261","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanQuery.cpp","71","	// BEGIN META SECTION - Fix Multiview Queries"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanQuery.cpp","82","	// BEGIN META SECTION - Fix Multiview Queries"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanQuery.cpp","91","// BEGIN META SECTION - Fix Multiview Queries"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanQuery.cpp","119","// BEGIN META SECTION - Fix Multiview Queries"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanQuery.cpp","384","	// BEGIN META SECTION - Fix Multiview Queries"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanQuery.cpp","403","		// BEGIN META SECTION - Fix Multiview Queries"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanQuery.h","74","// BEGIN META SECTION - Fix Multiview Queries"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanQuery.h","89","	// BEGIN META SECTION - Fix Multiview Queries"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanQuery.h","107","	// BEGIN META SECTION - Fix Multiview Queries"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanRayTracing.cpp","1587","		// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanRayTracing.cpp","1975","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanRayTracing.cpp","2104","		// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanRenderpass.cpp","211","// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanRenderpass.h","683","			// BEGIN META SECTION - Enable Shading Rate Attachment in Tonemap Subpass"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanRenderpass.h","697","			// BEGIN META SECTION - Tonemap Subpass Depth Resolve"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanRenderpass.h","730","			// BEGIN META SECTION - Tonemap Subpass Depth Resolve"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanRenderpass.h","872","	// BEGIN META SECTION - Tonemap Subpass Depth Resolve"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanRenderTarget.cpp","518","		// BEGIN META SECTION - Fix Multiview Queries"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanRenderTarget.cpp","935","		// BEGIN META SECTION - Tonemap Subpass Depth shader resolve"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanRenderTarget.cpp","1178","	// BEGIN META SECTION - Tonemap Subpass Depth shader resolve"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanRenderTarget.cpp","1193","			// BEGIN META SECTION - Tonemap Subpass Depth shader resolve"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanRenderTarget.cpp","1205","			// BEGIN META SECTION - Tonemap Subpass Depth shader resolve"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanResources.h","895","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanResources.h","913","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanResources.h","925","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanResources.h","1050","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanResources.h","1058","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanResources.h","1085","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanResources.h","1128","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanRHI.cpp","481","	// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanRHI.cpp","913","		// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanRHIPrivate.h","913","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanSubmission.cpp","616","					// BEGIN META SECTION - Fix Multiview Queries"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanSubmission.cpp","641","			// BEGIN META SECTION - Fix Multiview Queries"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanSubmission.cpp","655","				// BEGIN META SECTION - Fix Multiview Queries"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanUniformBuffer.cpp","29","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanUniformBuffer.cpp","47","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanUniformBuffer.cpp","98","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanUniformBuffer.cpp","113","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanUniformBuffer.cpp","146","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanUniformBuffer.cpp","178","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanUniformBuffer.cpp","217","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanUniformBuffer.cpp","258","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanUniformBuffer.cpp","293","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanUniformBuffer.cpp","328","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanUniformBuffer.cpp","344","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanUniformBuffer.cpp","349","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanUniformBuffer.cpp","476","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Private/VulkanViewport.cpp","1337","// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Public/VulkanConfiguration.h","199","// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Public/VulkanShaderResources.h","87","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Public/VulkanShaderResources.h","190","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/VulkanRHI/Public/VulkanShaderResources.h","214","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/Windows/D3D11RHI/Private/D3D11Texture.cpp","1525","// BEGIN META SECTION - Add XR Cubemap Support"
"BEGIN META SECTION","Engine/Source/Runtime/Windows/D3D11RHI/Private/D3D11Texture.cpp","1533","// BEGIN META SECTION - Add XR Cubemap Support"
